samAccountName,distinguishedName,displayName,userPrincipalName,enabled,lastLogonTimestamp,memberOf,description
randall.guerrero,"CN=Randall Guerrero,OU=Finance,DC=northwind,DC=local",Randall Guerrero,randall.guerrero@northwindmaterials.com,TRUE,134280616617045456,All-Employees;Finance-All,Accountant - Finance
joshua.taylor,"CN=Joshua Taylor,OU=Manufacturing,DC=northwind,DC=local",Joshua Taylor,joshua.taylor@northwindmaterials.com,TRUE,134264906076327344,All-Employees;Manufacturing-All,Production Associate - Manufacturing
eric.williamson,"CN=Eric Williamson,OU=Engineering,DC=northwind,DC=local",Eric Williamson,eric.williamson@northwindmaterials.com,TRUE,134263328616783280,All-Employees;Engineering-All,Software Engineer - Engineering
terri.tran,"CN=Terri Tran,OU=SupplyChain,DC=northwind,DC=local",Terri Tran,terri.tran@northwindmaterials.com,FALSE,134280778366723344,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
kevin.stanley,"CN=Kevin Stanley,OU=Finance,DC=northwind,DC=local",Kevin Stanley,kevin.stanley@northwindmaterials.com,TRUE,134293488840338848,All-Employees;Finance-All,Financial Analyst - Finance
dawn.steele,"CN=Dawn Steele,OU=CustomerSuccess,DC=northwind,DC=local",Dawn Steele,dawn.steele@northwindmaterials.com,TRUE,134269379919888720,All-Employees;Customer-Success-All,Customer Success Associate - Customer Success
allison.fowler,"CN=Allison Fowler,OU=QualityAssurance,DC=northwind,DC=local",Allison Fowler,allison.fowler@northwindmaterials.com,TRUE,134258422765973296,All-Employees;Quality-Assurance-All,Quality Inspector - Quality Assurance
charles.ellis,"CN=Charles Ellis,OU=Engineering,DC=northwind,DC=local",Charles Ellis,charles.ellis@northwindmaterials.com,TRUE,134258906573448208,All-Employees;Engineering-All,"Manager, Engineering - Engineering"
sarah.gamble,"CN=Sarah Gamble,OU=QualityAssurance,DC=northwind,DC=local",Sarah Gamble,sarah.gamble@northwindmaterials.com,TRUE,134287158729274704,All-Employees;Quality-Assurance-All,QA Analyst - Quality Assurance
julie.rivera,"CN=Julie Rivera,OU=SupplyChain,DC=northwind,DC=local",Julie Rivera,julie.rivera@northwindmaterials.com,TRUE,134287549625969088,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
amanda.reed,"CN=Amanda Reed,OU=Finance,DC=northwind,DC=local",Amanda Reed,amanda.reed@northwindmaterials.com,TRUE,134287769506233216,All-Employees;Finance-All,AP Specialist - Finance
john.thomas,"CN=John Thomas,OU=SupplyChain,DC=northwind,DC=local",John Thomas,john.thomas@northwindmaterials.com,TRUE,134315589203875776,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
ronald.norris,"CN=Ronald Norris,OU=SupplyChain,DC=northwind,DC=local",Ronald Norris,ronald.norris@northwindmaterials.com,TRUE,134276067077584768,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
plant-shared-site00,"CN=plant-shared-site00,OU=ServiceAccounts,DC=northwind,DC=local",plant-shared-site00,plant-shared-site00@northwindmaterials.com,TRUE,134307944666486400,Service-Accounts,Owned by IT Automation team
tammy.hart,"CN=Tammy Hart,OU=Engineering,DC=northwind,DC=local",Tammy Hart,tammy.hart@northwindmaterials.com,TRUE,134253975559324704,All-Employees;Engineering-All,QA Engineer - Engineering
gail.perry,"CN=Gail Perry,OU=CustomerSuccess,DC=northwind,DC=local",Gail Perry,gail.perry@northwindmaterials.com,TRUE,134316844549862000,All-Employees;Customer-Success-All,Support Specialist - Customer Success
andrew.aguilar,"CN=Andrew Aguilar,OU=Legal,DC=northwind,DC=local",Andrew Aguilar,andrew.aguilar@northwindmaterials.com,TRUE,134325862352373072,All-Employees;Legal-All,Paralegal - Legal
anthony.lee,"CN=Anthony Lee,OU=SupplyChain,DC=northwind,DC=local",Anthony Lee,anthony.lee@northwindmaterials.com,TRUE,134293937761274336,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
renee.aguirre,"CN=Renee Aguirre,OU=SupplyChain,DC=northwind,DC=local",Renee Aguirre,renee.aguirre@northwindmaterials.com,TRUE,134311087301719344,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
maurice.weaver,"CN=Maurice Weaver,OU=QualityAssurance,DC=northwind,DC=local",Maurice Weaver,maurice.weaver@northwindmaterials.com,TRUE,134278403016083472,All-Employees;Quality-Assurance-All,QA Analyst - Quality Assurance
john.jones,"CN=John Jones,OU=InformationTechnology,DC=northwind,DC=local",John Jones,john.jones@northwindmaterials.com,TRUE,134249616861004384,All-Employees;Information-Technology-All,IT Support Specialist - Information Technology
mark.lin,"CN=Mark Lin,OU=SupplyChain,DC=northwind,DC=local",Mark Lin,mark.lin@northwindmaterials.com,TRUE,134254950027377456,All-Employees;Supply-Chain-All,"Manager, Supply Chain - Supply Chain"
penny.smith,"CN=Penny Smith,OU=Finance,DC=northwind,DC=local",Penny Smith,penny.smith@northwindmaterials.com,TRUE,134316801375655472,All-Employees;Finance-All,AP Specialist - Finance
larry.morris,"CN=Larry Morris,OU=Finance,DC=northwind,DC=local",Larry Morris,larry.morris@northwindmaterials.com,TRUE,134326569723062976,All-Employees;Finance-All,Financial Analyst - Finance
christina.oliver,"CN=Christina Oliver,OU=Engineering,DC=northwind,DC=local",Christina Oliver,christina.oliver@northwindmaterials.com,TRUE,134311031999795248,All-Employees;Engineering-All,Senior Software Engineer - Engineering
ctr.luke.johnson,"CN=Luke Johnson,OU=Contractors,DC=northwind,DC=local",Luke Johnson,luke.johnson@contractor.northwindmaterials.com,TRUE,134296247779663392,Contractors-All;All-Employees,Contractor - Staffing Partner A - vendor engagement
joseph.white,"CN=Joseph White,OU=InformationTechnology,DC=northwind,DC=local",Joseph White,joseph.white@northwindmaterials.com,TRUE,134317811438162224,All-Employees;Information-Technology-All,Systems Administrator - Information Technology
john.martinez,"CN=John Martinez,OU=Manufacturing,DC=northwind,DC=local",John Martinez,john.martinez@northwindmaterials.com,TRUE,134281118589640736,All-Employees;Manufacturing-All,Machine Operator - Manufacturing
anthony.sanders,"CN=Anthony Sanders,OU=SupplyChain,DC=northwind,DC=local",Anthony Sanders,anthony.sanders@northwindmaterials.com,TRUE,134300390657205184,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
angela.russell,"CN=Angela Russell,OU=CustomerSuccess,DC=northwind,DC=local",Angela Russell,angela.russell@northwindmaterials.com,TRUE,134255981836959760,All-Employees;Customer-Success-All,Support Specialist - Customer Success
colton.clay,"CN=Colton Clay,OU=CustomerSuccess,DC=northwind,DC=local",Colton Clay,colton.clay@northwindmaterials.com,TRUE,134295000470464912,All-Employees;Customer-Success-All,Support Specialist - Customer Success
colin.rodgers,"CN=Colin Rodgers,OU=SupplyChain,DC=northwind,DC=local",Colin Rodgers,colin.rodgers@northwindmaterials.com,TRUE,134287002803567920,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
plant-shared-certainly07,"CN=plant-shared-certainly07,OU=ServiceAccounts,DC=northwind,DC=local",plant-shared-certainly07,plant-shared-certainly07@northwindmaterials.com,TRUE,134307044208009152,Service-Accounts,Non-interactive service/CI account
jeffrey.schneider,"CN=Jeffrey Schneider,OU=Engineering,DC=northwind,DC=local",Jeffrey Schneider,jeffrey.schneider@northwindmaterials.com,TRUE,134265019893165072,All-Employees;Engineering-All,Software Engineer - Engineering
scott.smith,"CN=Scott Smith,OU=Finance,DC=northwind,DC=local",Scott Smith,scott.smith@northwindmaterials.com,TRUE,134257493147473776,All-Employees;Finance-All,Financial Analyst - Finance
ctr.nicholas.montoya,"CN=Nicholas Montoya,OU=Contractors,DC=northwind,DC=local",Nicholas Montoya,nicholas.montoya@contractor.northwindmaterials.com,TRUE,134313273874185872,Contractors-All;All-Employees,Contractor - Staffing Partner A - vendor engagement
michelle.cherry,"CN=Michelle Cherry,OU=SupplyChain,DC=northwind,DC=local",Michelle Cherry,michelle.cherry@northwindmaterials.com,TRUE,134321928401753040,All-Employees;Supply-Chain-All,"Manager, Supply Chain - Supply Chain"
tiffany.warren,"CN=Tiffany Warren,OU=Finance,DC=northwind,DC=local",Tiffany Warren,tiffany.warren@northwindmaterials.com,TRUE,134324965173761856,All-Employees;Finance-All,AP Specialist - Finance
seth.sanders,"CN=Seth Sanders,OU=Legal,DC=northwind,DC=local",Seth Sanders,seth.sanders@northwindmaterials.com,TRUE,134295467214067648,All-Employees;Legal-All,Compliance Analyst - Legal
tyler.burton,"CN=Tyler Burton,OU=Finance,DC=northwind,DC=local",Tyler Burton,tyler.burton@northwindmaterials.com,TRUE,134286508983422144,All-Employees;Finance-All,AP Specialist - Finance
rachel.white,"CN=Rachel White,OU=InformationTechnology,DC=northwind,DC=local",Rachel White,rachel.white@northwindmaterials.com,TRUE,134277734816139088,All-Employees;Information-Technology-All,Network Engineer - Information Technology
gabriel.sanders,"CN=Gabriel Sanders,OU=Manufacturing,DC=northwind,DC=local",Gabriel Sanders,gabriel.sanders@northwindmaterials.com,TRUE,134318014099150880,All-Employees;Manufacturing-All,Line Supervisor - Manufacturing
dennis.hernandez,"CN=Dennis Hernandez,OU=QualityAssurance,DC=northwind,DC=local",Dennis Hernandez,dennis.hernandez@northwindmaterials.com,TRUE,134262176554127488,All-Employees;Quality-Assurance-All,QA Analyst - Quality Assurance
michael.cox,"CN=Michael Cox,OU=QualityAssurance,DC=northwind,DC=local",Michael Cox,michael.cox@northwindmaterials.com,TRUE,134271120072468208,All-Employees;Quality-Assurance-All,Quality Inspector - Quality Assurance
debra.moore,"CN=Debra Moore,OU=CustomerSuccess,DC=northwind,DC=local",Debra Moore,debra.moore@northwindmaterials.com,TRUE,134311702009846832,All-Employees;Customer-Success-All,Customer Success Associate - Customer Success
allen.robertson,"CN=Allen Robertson,OU=Finance,DC=northwind,DC=local",Allen Robertson,allen.robertson@northwindmaterials.com,TRUE,134265386951138320,All-Employees;Finance-All,Financial Analyst - Finance
ctr.laurie.lane,"CN=Laurie Lane,OU=Contractors,DC=northwind,DC=local",Laurie Lane,laurie.lane@contractor.northwindmaterials.com,TRUE,134259528967312512,Contractors-All;All-Employees,Contractor - Staffing Partner A - vendor engagement
kathy.obrien,"CN=Kathy Obrien,OU=Finance,DC=northwind,DC=local",Kathy Obrien,kathy.obrien@northwindmaterials.com,TRUE,134321940154585776,All-Employees;Finance-All,Accountant - Finance
elijah.rivera,"CN=Elijah Rivera,OU=SupplyChain,DC=northwind,DC=local",Elijah Rivera,elijah.rivera@northwindmaterials.com,FALSE,134277192833226592,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
jennifer.chen,"CN=Jennifer Chen,OU=HumanResources,DC=northwind,DC=local",Jennifer Chen,jennifer.chen@northwindmaterials.com,TRUE,134278468651151632,All-Employees;Human-Resources-All,HR Generalist - Human Resources
kevin.silva,"CN=Kevin Silva,OU=Manufacturing,DC=northwind,DC=local",Kevin Silva,kevin.silva@northwindmaterials.com,TRUE,134300742205938288,All-Employees;Manufacturing-All,Plant Technician - Manufacturing
bill.reynolds,"CN=Bill Reynolds,OU=SupplyChain,DC=northwind,DC=local",Bill Reynolds,bill.reynolds@northwindmaterials.com,TRUE,134292149156708832,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
eric.shea,"CN=Eric Shea,OU=SupplyChain,DC=northwind,DC=local",Eric Shea,eric.shea@northwindmaterials.com,TRUE,134261973900084704,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
joshua.davenport,"CN=Joshua Davenport,OU=InformationTechnology,DC=northwind,DC=local",Joshua Davenport,joshua.davenport@northwindmaterials.com,TRUE,134304807068141520,All-Employees;Information-Technology-All,Network Engineer - Information Technology
john.munoz,"CN=John Munoz,OU=SupplyChain,DC=northwind,DC=local",John Munoz,john.munoz@northwindmaterials.com,TRUE,134315018244383312,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
kelly.roberts,"CN=Kelly Roberts,OU=SupplyChain,DC=northwind,DC=local",Kelly Roberts,kelly.roberts@northwindmaterials.com,TRUE,134261539373678720,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
sharon.collins,"CN=Sharon Collins,OU=InformationTechnology,DC=northwind,DC=local",Sharon Collins,sharon.collins@northwindmaterials.com,TRUE,134255933852386128,All-Employees;Information-Technology-All,Systems Administrator - Information Technology
maureen.hernandez,"CN=Maureen Hernandez,OU=Engineering,DC=northwind,DC=local",Maureen Hernandez,maureen.hernandez@northwindmaterials.com,TRUE,134280160784769616,All-Employees;Engineering-All,QA Engineer - Engineering
ctr.felicia.oliver,"CN=Felicia Oliver,OU=Contractors,DC=northwind,DC=local",Felicia Oliver,felicia.oliver@contractor.northwindmaterials.com,TRUE,134299575081224592,Contractors-All;All-Employees,Contractor - Staffing Partner A - vendor engagement
mark.solis,"CN=Mark Solis,OU=CustomerSuccess,DC=northwind,DC=local",Mark Solis,mark.solis@northwindmaterials.com,TRUE,134258673213557456,All-Employees;Customer-Success-All,Customer Success Associate - Customer Success
terri.taylor,"CN=Terri Taylor,OU=Engineering,DC=northwind,DC=local",Terri Taylor,terri.taylor@northwindmaterials.com,TRUE,134270647894622720,All-Employees;Engineering-All,Senior Software Engineer - Engineering
joseph.dean,"CN=Joseph Dean,OU=Legal,DC=northwind,DC=local",Joseph Dean,joseph.dean@northwindmaterials.com,TRUE,134313492250138240,All-Employees;Legal-All,Paralegal - Legal
stephanie.murphy,"CN=Stephanie Murphy,OU=SupplyChain,DC=northwind,DC=local",Stephanie Murphy,stephanie.murphy@northwindmaterials.com,TRUE,134319660594829552,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
elizabeth.travis,"CN=Elizabeth Travis,OU=Engineering,DC=northwind,DC=local",Elizabeth Travis,elizabeth.travis@northwindmaterials.com,TRUE,134311816446872576,All-Employees;Engineering-All,Senior Software Engineer - Engineering
dana.williamson,"CN=Dana Williamson,OU=Legal,DC=northwind,DC=local",Dana Williamson,dana.williamson@northwindmaterials.com,TRUE,134327022947481120,All-Employees;Legal-All,Compliance Analyst - Legal
kathleen.harris,"CN=Kathleen Harris,OU=QualityAssurance,DC=northwind,DC=local",Kathleen Harris,kathleen.harris@northwindmaterials.com,TRUE,134279361621129520,All-Employees;Quality-Assurance-All,QA Analyst - Quality Assurance
alyssa.smith,"CN=Alyssa Smith,OU=InformationTechnology,DC=northwind,DC=local",Alyssa Smith,alyssa.smith@northwindmaterials.com,TRUE,134317081850705488,All-Employees;Information-Technology-All,Systems Administrator - Information Technology
ctr.daniel.jackson,"CN=Daniel Jackson,OU=Contractors,DC=northwind,DC=local",Daniel Jackson,daniel.jackson@contractor.northwindmaterials.com,TRUE,134258072148439312,Contractors-All;All-Employees,Contractor - Staffing Partner B - vendor engagement
ctr.erin.hernandez,"CN=Erin Hernandez,OU=Contractors,DC=northwind,DC=local",Erin Hernandez,erin.hernandez@contractor.northwindmaterials.com,TRUE,134301395178416192,Contractors-All;All-Employees,Contractor - Staffing Partner A - vendor engagement
michael.scott,"CN=Michael Scott,OU=SupplyChain,DC=northwind,DC=local",Michael Scott,michael.scott@northwindmaterials.com,TRUE,134315365653589456,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
spencer.henderson,"CN=Spencer Henderson,OU=HumanResources,DC=northwind,DC=local",Spencer Henderson,spencer.henderson@northwindmaterials.com,TRUE,134298528672295040,All-Employees;Human-Resources-All,"Manager, Human Resources - Human Resources"
timothy.johnson,"CN=Timothy Johnson,OU=Manufacturing,DC=northwind,DC=local",Timothy Johnson,timothy.johnson@northwindmaterials.com,TRUE,134324458287868656,All-Employees;Manufacturing-All,Line Supervisor - Manufacturing
justin.hays,"CN=Justin Hays,OU=QualityAssurance,DC=northwind,DC=local",Justin Hays,justin.hays@northwindmaterials.com,TRUE,134282771012832416,All-Employees;Quality-Assurance-All,Quality Inspector - Quality Assurance
robert.fowler,"CN=Robert Fowler,OU=Finance,DC=northwind,DC=local",Robert Fowler,robert.fowler@northwindmaterials.com,TRUE,134319241568194256,All-Employees;Finance-All,AP Specialist - Finance
alexander.le,"CN=Alexander Le,OU=Manufacturing,DC=northwind,DC=local",Alexander Le,alexander.le@northwindmaterials.com,FALSE,134286588778913328,All-Employees;Manufacturing-All,"Manager, Manufacturing - Manufacturing"
janet.williams,"CN=Janet Williams,OU=QualityAssurance,DC=northwind,DC=local",Janet Williams,janet.williams@northwindmaterials.com,TRUE,134284105001562080,All-Employees;Quality-Assurance-All,Director of Quality Assurance - Quality Assurance
charles.velazquez,"CN=Charles Velazquez,OU=SupplyChain,DC=northwind,DC=local",Charles Velazquez,charles.velazquez@northwindmaterials.com,TRUE,134282641718236992,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
sabrina.white,"CN=Sabrina White,OU=Engineering,DC=northwind,DC=local",Sabrina White,sabrina.white@northwindmaterials.com,TRUE,134277517588399520,All-Employees;Engineering-All,Software Engineer - Engineering
miranda.clay,"CN=Miranda Clay,OU=Legal,DC=northwind,DC=local",Miranda Clay,miranda.clay@northwindmaterials.com,TRUE,134261443492040832,All-Employees;Legal-All,Paralegal - Legal
mary.walter,"CN=Mary Walter,OU=QualityAssurance,DC=northwind,DC=local",Mary Walter,mary.walter@northwindmaterials.com,TRUE,134265965190254720,All-Employees;Quality-Assurance-All,Quality Inspector - Quality Assurance
jacob.lewis,"CN=Jacob Lewis,OU=Manufacturing,DC=northwind,DC=local",Jacob Lewis,jacob.lewis@northwindmaterials.com,FALSE,134322385500194832,All-Employees;Manufacturing-All,Production Associate - Manufacturing
loretta.austin,"CN=Loretta Austin,OU=Operations,DC=northwind,DC=local",Loretta Austin,loretta.austin@northwindmaterials.com,TRUE,134253588231696400,All-Employees;Operations-All,Operations Analyst - Operations
